"RECORD","I0A_DPTO","I0B_MPIO","I0C_CLASE","I0B1_LOCALIDAD","I0D_SECT_R","I0D_SEC_R","I0D_CPOB","I0D_SECT_U","I0D_SEC_U","I0D_MZA","SEC_AGAD","I0F_EDIFIC","I0G_UCENSAL","P0H_USO_UCENSAL","P0D1_TIP_AGRUP","P0E1_TIP_TERRI","P0A_NRO_HOGAR","PC08B1_NRO_PERS","P25B_SEXO","PC09B_EDADQ","P27B_PARENTESCO","P28B1_LUG_NAC","P29B1_RES_MAMA","P30B1_VIVIA_5ANOS","P32B1_CAMBIO_5ANOS","P32B2_ANO_ULT","P32B3_LUG_ULT","P32B8_CAUSA_ULT","P33B1_ETNIA","P34B_HABLA_LENG","P35B1_AYUNO","P35B2_DIAS_AYUNO","P39B_LIMITACION","P41B1_ALFABETA","P42B1_ASISTENCIA","P42B2_TIP_ESTAB","P44B1_TIP_ESTUD","P47B_OCUPACION","P53B_EST_CIVIL","P55B1_HNV","P55B2_THNV","P55B3_HNVH","P55B4_HNVM","P56B1_THSV","P56B2_HSVH","P56B3_HSVM","P56B4_NO_SABE","P57B1_ANO_UHNV","P57B2_MES_UHNV","NRO_UPZ_P","LLAVE_VIVPH_N","LLAVE_HOGPH_N","LLAVE_PERH_N"
4,5,1,1,8,0,0,0,9061,1,26,10010916,7,1,1,NA,NA,1,3,1,7,3,2,1,3,1,2001,1,7,6,NA,2,0,2,1,2,NA,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010916000700012,1.00109160007e+18,1.00109160007e+22
4,5,1,1,8,0,0,0,9061,1,26,10010916,7,1,1,NA,NA,1,4,1,6,3,2,1,3,1,2001,1,7,6,NA,2,0,2,1,2,NA,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010916000700012,1.00109160007e+18,1.00109160007e+22
4,5,1,1,8,0,0,0,9061,1,26,10010916,7,1,1,NA,NA,1,5,1,5,3,2,1,3,1,2001,1,7,6,NA,2,0,2,1,2,NA,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010916000700012,1.00109160007e+18,1.00109160007e+22
4,5,1,1,8,0,0,0,9061,1,26,10010916,7,1,1,NA,NA,1,6,2,4,3,2,1,3,1,2001,1,7,6,NA,2,0,2,1,1,1,2,9,5,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,10010916000700012,1.00109160007e+18,1.00109160007e+22
4,5,1,1,8,0,0,0,9061,1,26,10010917,1,1,1,NA,NA,1,1,1,10,1,2,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010917000100012,1.00109170001e+18,1.00109170001e+22
4,5,1,1,8,0,0,0,9061,1,26,10010917,1,1,1,NA,NA,1,2,2,9,2,2,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,2,1,1,1,3,0,3,2,0,2,1,6,9,NA,10010917000100012,1.00109170001e+18,1.00109170001e+22
4,5,1,1,8,0,0,0,9061,1,26,10010917,2,1,1,NA,NA,1,1,1,7,1,1,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010917000200012,1.00109170002e+18,1.00109170002e+22
4,5,1,1,8,0,0,0,9061,1,26,10010917,2,1,1,NA,NA,1,2,2,6,2,1,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,3,6,1,1,3,1,2,3,1,2,1,1,1,NA,10010917000200012,1.00109170002e+18,1.00109170002e+22
4,5,1,1,8,0,0,0,9061,1,26,10010917,2,1,1,NA,NA,1,3,2,1,3,1,1,1,2,NA,NA,NA,6,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010917000200012,1.00109170002e+18,1.00109170002e+22
4,5,1,1,8,0,0,0,9061,1,26,10010918,1,1,1,NA,NA,1,1,2,5,1,2,1,2,2,NA,NA,NA,6,NA,1,5,2,1,2,NA,2,9,5,1,1,0,1,1,0,1,1,1,10,NA,10010918000100012,1.00109180001e+18,1.00109180001e+22
4,5,1,1,8,0,0,0,9061,1,26,10010918,1,1,1,NA,NA,1,2,1,5,8,2,1,2,2,NA,NA,NA,6,NA,1,5,2,2,2,NA,13,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010918000100012,1.00109180001e+18,1.00109180001e+22
4,5,1,1,8,0,0,0,9061,1,26,10010918,1,1,1,NA,NA,1,3,1,5,7,2,1,2,2,NA,NA,NA,6,NA,1,5,2,1,2,NA,2,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010918000100012,1.00109180001e+18,1.00109180001e+22
4,5,1,1,8,0,0,0,9061,1,26,10010918,1,1,1,NA,NA,1,4,2,5,7,2,1,2,2,NA,NA,NA,6,NA,1,5,2,1,2,NA,2,4,5,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,10010918000100012,1.00109180001e+18,1.00109180001e+22
4,5,1,1,8,0,0,0,9061,1,26,10010918,1,1,1,NA,NA,1,5,2,1,3,1,1,1,2,NA,NA,NA,6,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010918000100012,1.00109180001e+18,1.00109180001e+22
4,5,1,1,8,0,0,0,9061,1,26,10010918,2,1,1,NA,NA,1,1,1,7,1,2,1,2,2,NA,NA,NA,6,NA,1,2,2,1,2,NA,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010918000200012,1.00109180002e+18,1.00109180002e+22
4,5,1,1,8,0,0,0,9061,1,26,10010918,2,1,1,NA,NA,1,2,2,8,2,2,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,3,3,1,1,2,1,1,2,1,1,1,6,5,NA,10010918000200012,1.00109180002e+18,1.00109180002e+22
4,5,1,1,8,0,0,0,9061,1,26,10010918,2,1,1,NA,NA,1,3,1,4,8,2,1,3,1,2005,1,6,6,NA,2,0,2,1,2,NA,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010918000200012,1.00109180002e+18,1.00109180002e+22
4,5,1,1,8,0,0,0,9061,1,26,10010918,2,1,1,NA,NA,1,4,2,2,3,1,1,2,2,NA,NA,NA,6,NA,1,2,2,1,1,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010918000200012,1.00109180002e+18,1.00109180002e+22
4,5,1,1,8,0,0,0,9061,1,26,10010918,2,1,1,NA,NA,1,5,1,2,3,2,1,2,2,NA,NA,NA,6,NA,2,0,2,1,1,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010918000200012,1.00109180002e+18,1.00109180002e+22
4,5,1,1,8,0,0,0,9061,1,27,10010919,1,1,1,NA,NA,1,1,1,5,1,2,1,2,2,NA,NA,NA,6,NA,1,2,2,1,2,NA,3,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010919000100012,1.00109190001e+18,1.00109190001e+22
4,5,1,1,8,0,0,0,9061,1,27,10010919,1,1,1,NA,NA,1,2,1,4,7,1,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,2,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010919000100012,1.00109190001e+18,1.00109190001e+22
4,5,1,1,8,0,0,0,9061,1,27,10010919,1,1,1,NA,NA,1,3,1,3,7,1,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,2,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010919000100012,1.00109190001e+18,1.00109190001e+22
4,5,1,1,8,0,0,0,9061,1,27,10010919,1,1,1,NA,NA,1,4,1,3,7,1,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,2,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010919000100012,1.00109190001e+18,1.00109190001e+22
4,5,1,1,8,0,0,0,9061,1,27,10010919,2,1,1,NA,NA,1,1,2,12,1,2,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,4,9,4,1,5,3,2,4,2,2,1,6,11,NA,10010919000200012,1.00109190002e+18,1.00109190002e+22
4,5,1,1,8,0,0,0,9061,1,27,10010919,2,1,1,NA,NA,1,2,1,6,3,2,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,3,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010919000200012,1.00109190002e+18,1.00109190002e+22
4,5,1,1,8,0,0,0,9061,1,27,10010919,2,1,1,NA,NA,1,3,2,5,3,1,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,2,6,5,1,2,0,2,2,0,2,1,2,7,NA,10010919000200012,1.00109190002e+18,1.00109190002e+22
4,5,1,1,8,0,0,0,9061,1,27,10010919,2,1,1,NA,NA,1,4,2,5,3,1,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,4,1,5,1,1,1,0,1,1,0,1,5,4,NA,10010919000200012,1.00109190002e+18,1.00109190002e+22
4,5,1,1,8,0,0,0,9061,1,27,10010919,2,1,1,NA,NA,1,5,2,5,8,1,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,4,9,5,1,1,0,1,1,0,1,1,5,7,NA,10010919000200012,1.00109190002e+18,1.00109190002e+22
4,5,1,1,8,0,0,0,9061,1,27,10010919,2,1,1,NA,NA,1,6,1,1,5,1,1,1,2,NA,NA,NA,6,NA,2,0,2,2,1,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010919000200012,1.00109190002e+18,1.00109190002e+22
4,5,1,1,8,0,0,0,9061,1,27,10010919,2,1,1,NA,NA,1,7,2,1,8,1,1,1,2,NA,NA,NA,6,NA,2,0,2,2,2,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010919000200012,1.00109190002e+18,1.00109190002e+22
4,5,1,1,8,0,0,0,9061,1,27,10010919,2,1,1,NA,NA,1,8,2,1,5,1,1,1,2,NA,NA,NA,6,NA,2,0,2,2,1,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010919000200012,1.00109190002e+18,1.00109190002e+22
4,5,1,1,8,0,0,0,9061,1,27,10010919,2,1,1,NA,NA,1,9,2,1,5,1,1,1,2,NA,NA,NA,6,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010919000200012,1.00109190002e+18,1.00109190002e+22
4,5,1,1,8,0,0,0,9061,1,27,10010919,3,1,1,NA,NA,1,1,1,8,1,2,1,2,1,2002,1,6,6,NA,2,0,2,1,2,NA,2,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010919000300012,1.00109190003e+18,1.00109190003e+22
4,5,1,1,8,0,0,0,9061,1,27,10010919,3,1,1,NA,NA,1,2,2,8,2,2,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,2,1,1,1,2,2,0,2,2,0,1,6,10,NA,10010919000300012,1.00109190003e+18,1.00109190003e+22
4,5,1,1,8,0,0,0,9061,1,27,10010919,3,1,1,NA,NA,1,3,1,4,3,2,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,3,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010919000300012,1.00109190003e+18,1.00109190003e+22
4,5,1,1,8,0,0,0,9061,1,27,10010919,3,1,1,NA,NA,1,4,1,3,3,2,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,3,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010919000300012,1.00109190003e+18,1.00109190003e+22
4,5,1,1,8,0,0,0,9061,1,27,10010919,4,1,1,NA,NA,1,1,2,8,1,2,1,2,1,2004,1,7,6,NA,2,0,2,1,2,NA,4,1,5,1,1,1,0,1,1,0,1,6,5,NA,10010919000400012,1.00109190004e+18,1.00109190004e+22
4,5,1,1,8,0,0,0,9061,1,27,10010919,4,1,1,NA,NA,1,2,1,2,3,2,2,2,1,2004,1,7,6,NA,2,0,2,1,1,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010919000400012,1.00109190004e+18,1.00109190004e+22
4,5,1,1,8,0,0,0,9061,1,27,10010919,5,1,1,NA,NA,1,1,2,11,1,1,1,2,2,NA,NA,NA,6,NA,1,2,1,1,2,NA,2,9,3,1,3,3,0,3,3,0,1,6,9,NA,10010919000500012,1.00109190005e+18,1.00109190005e+22
4,5,1,1,8,0,0,0,9061,1,27,10010919,5,1,1,NA,NA,1,2,1,4,3,1,1,2,2,NA,NA,NA,6,NA,1,2,2,1,1,1,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010919000500012,1.00109190005e+18,1.00109190005e+22
4,5,1,1,8,0,0,0,9061,1,27,10010919,6,1,1,NA,NA,1,1,2,11,1,2,1,2,2,NA,NA,NA,6,NA,1,3,2,1,2,NA,2,6,4,1,6,1,5,4,1,3,1,6,12,NA,10010919000600012,1.00109190006e+18,1.00109190006e+22
4,5,1,1,8,0,0,0,9061,1,27,10010919,6,1,1,NA,NA,1,2,1,6,3,2,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010919000600012,1.00109190006e+18,1.00109190006e+22
4,5,1,1,8,0,0,0,9061,1,27,10010919,6,1,1,NA,NA,1,3,1,2,5,1,1,2,2,NA,NA,NA,6,NA,2,0,2,2,1,1,13,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010919000600012,1.00109190006e+18,1.00109190006e+22
4,5,1,1,8,0,0,0,9061,1,27,10010919,6,1,1,NA,NA,2,1,2,5,1,2,1,2,1,2004,1,7,6,NA,2,0,2,1,2,NA,4,1,5,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,10010919000600012,1.00109190006e+18,1.00109190006e+22
4,5,1,1,8,0,0,0,9061,1,27,10010919,6,2,1,NA,NA,1,1,1,8,1,2,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010919000600020,1.00109190006e+18,1.00109190006e+22
4,5,1,1,8,0,0,0,9061,1,27,10010919,6,2,1,NA,NA,1,2,2,7,2,2,1,2,2,NA,NA,NA,6,NA,2,0,2,1,1,1,3,1,1,1,2,1,1,2,1,1,1,6,5,NA,10010919000600020,1.00109190006e+18,1.00109190006e+22
4,5,1,1,8,0,0,0,9061,1,27,10010919,6,2,1,NA,NA,1,3,2,3,3,1,1,2,2,NA,NA,NA,6,NA,2,0,2,1,1,1,2,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010919000600020,1.00109190006e+18,1.00109190006e+22
4,5,1,1,8,0,0,0,9061,1,27,10010919,6,2,1,NA,NA,1,4,1,3,3,1,1,2,2,NA,NA,NA,6,NA,2,0,2,1,1,1,2,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010919000600020,1.00109190006e+18,1.00109190006e+22
4,5,1,1,8,0,0,0,9061,1,27,10010919,6,3,1,NA,NA,1,1,2,8,1,2,1,2,2,NA,NA,NA,6,NA,2,0,2,1,1,1,3,7,5,1,2,2,0,2,2,0,1,6,10,NA,10010919000600032,1.00109190006e+18,1.00109190006e+22
4,5,1,1,8,0,0,0,9061,1,27,10010919,6,3,1,NA,NA,1,2,1,3,3,1,1,2,2,NA,NA,NA,6,NA,2,0,2,1,1,1,2,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010919000600032,1.00109190006e+18,1.00109190006e+22
4,5,1,1,8,0,0,0,9061,1,27,10010919,6,3,1,NA,NA,1,3,1,2,3,1,1,2,2,NA,NA,NA,6,NA,2,0,2,1,1,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010919000600032,1.00109190006e+18,1.00109190006e+22
4,5,1,1,8,0,0,0,9061,1,27,10010919,7,1,1,NA,NA,1,1,1,14,1,2,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,2,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010919000700012,1.00109190007e+18,1.00109190007e+22
4,5,1,1,8,0,0,0,9061,1,27,10010919,7,1,1,NA,NA,1,2,2,11,2,2,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,2,6,1,1,6,4,2,4,2,2,1,6,9,NA,10010919000700012,1.00109190007e+18,1.00109190007e+22
4,5,1,1,8,0,0,0,9061,1,27,10010919,7,1,1,NA,NA,1,3,2,6,4,1,1,3,1,2004,2,7,6,NA,2,0,2,1,2,NA,4,6,6,1,2,1,1,2,1,1,1,2,10,NA,10010919000700012,1.00109190007e+18,1.00109190007e+22
4,5,1,1,8,0,0,0,9061,1,27,10010919,7,1,1,NA,NA,1,4,2,4,3,1,1,2,2,NA,NA,NA,6,NA,2,0,2,1,1,1,4,5,5,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,10010919000700012,1.00109190007e+18,1.00109190007e+22
4,5,1,1,8,0,0,0,9061,1,27,10010919,7,1,1,NA,NA,1,5,2,4,3,1,1,2,2,NA,NA,NA,6,NA,2,0,2,1,1,1,3,9,5,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,10010919000700012,1.00109190007e+18,1.00109190007e+22
4,5,1,1,8,0,0,0,9061,1,27,10010919,7,1,1,NA,NA,1,6,1,2,8,1,1,3,1,2004,2,7,6,NA,2,0,2,1,1,1,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010919000700012,1.00109190007e+18,1.00109190007e+22
4,5,1,1,8,0,0,0,9061,1,27,10010919,7,1,1,NA,NA,1,7,2,1,8,2,1,1,1,2004,2,7,6,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010919000700012,1.00109190007e+18,1.00109190007e+22
4,5,1,1,8,0,0,0,9061,1,27,10010919,8,1,1,NA,NA,1,1,1,6,1,2,1,2,1,2005,1,7,5,NA,2,0,2,1,2,NA,4,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010919000800012,1.00109190008e+18,1.00109190008e+22
4,5,1,1,8,0,0,0,9061,1,27,10010919,9,1,1,NA,NA,1,1,1,13,1,2,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,2,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010919000900012,1.00109190009e+18,1.00109190009e+22
4,5,1,1,8,0,0,0,9061,1,27,10010919,9,1,1,NA,NA,1,2,2,13,2,2,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,2,1,6,1,10,8,2,5,4,1,1,6,6,NA,10010919000900012,1.00109190009e+18,1.00109190009e+22
4,5,1,1,8,0,0,0,9061,1,27,10010919,9,1,1,NA,NA,1,3,1,7,3,2,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010919000900012,1.00109190009e+18,1.00109190009e+22
4,5,1,1,8,0,0,0,9061,1,27,10010919,9,1,1,NA,NA,1,4,1,5,8,2,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,3,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010919000900012,1.00109190009e+18,1.00109190009e+22
4,5,1,1,8,0,0,0,9061,1,27,10010919,9,1,1,NA,NA,1,5,2,5,5,2,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,3,6,6,1,1,0,1,1,0,1,1,2,12,NA,10010919000900012,1.00109190009e+18,1.00109190009e+22
4,5,1,1,8,0,0,0,9061,1,27,10010919,9,1,1,NA,NA,1,6,1,3,5,1,1,2,2,NA,NA,NA,6,NA,2,0,2,1,1,1,2,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010919000900012,1.00109190009e+18,1.00109190009e+22
4,5,1,1,8,0,0,0,9061,1,27,10010919,9,1,1,NA,NA,1,7,2,1,8,1,1,1,2,NA,NA,NA,6,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010919000900012,1.00109190009e+18,1.00109190009e+22
4,5,1,1,8,0,0,0,9061,1,27,10010919,9,2,1,NA,NA,1,1,1,7,1,2,1,2,1,2005,1,7,6,NA,2,0,2,2,2,NA,13,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010919000900020,1.00109190009e+18,1.00109190009e+22
4,5,1,1,8,0,0,0,9061,1,27,10010919,9,2,1,NA,NA,1,2,2,4,2,1,1,2,1,2005,1,7,6,NA,2,0,2,1,2,NA,2,6,1,1,2,1,1,2,1,1,1,2,8,NA,10010919000900020,1.00109190009e+18,1.00109190009e+22
4,5,1,1,8,0,0,0,9061,1,27,10010919,9,2,1,NA,NA,1,3,1,1,3,1,1,1,1,2005,1,7,6,NA,2,0,2,2,2,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010919000900020,1.00109190009e+18,1.00109190009e+22
4,5,1,1,8,0,0,0,9061,1,27,10010919,9,2,1,NA,NA,1,4,2,1,3,1,1,1,1,2005,1,7,6,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010919000900020,1.00109190009e+18,1.00109190009e+22
4,5,1,1,8,0,0,0,9061,1,27,10010919,10,1,1,NA,NA,1,1,1,7,1,1,1,3,1,2005,1,7,6,NA,2,0,2,1,2,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0010919001e+16,1.0010919001e+18,1.0010919001e+22
4,5,1,1,8,0,0,0,9061,1,27,10010919,10,1,1,NA,NA,1,2,2,6,2,2,1,3,1,2005,1,7,6,NA,2,0,2,1,2,NA,3,1,1,1,2,2,0,2,2,0,1,6,4,NA,1.0010919001e+16,1.0010919001e+18,1.0010919001e+22
4,5,1,1,8,0,0,0,9061,1,27,10010919,10,1,1,NA,NA,1,3,1,2,3,1,1,3,1,2005,1,7,6,NA,2,0,2,1,1,1,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0010919001e+16,1.0010919001e+18,1.0010919001e+22
4,5,1,1,8,0,0,0,9061,1,27,10010919,10,1,1,NA,NA,1,4,1,2,3,1,1,3,1,2005,1,7,6,NA,2,0,2,1,1,1,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0010919001e+16,1.0010919001e+18,1.0010919001e+22
4,5,1,1,8,0,0,0,9061,1,27,10010919,10,2,1,NA,NA,1,1,1,7,1,2,1,2,1,2004,1,7,5,NA,2,0,2,1,2,NA,2,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0010919001e+16,1.0010919001e+18,1.0010919001e+22
4,5,1,1,8,0,0,0,9061,1,27,10010919,10,2,1,NA,NA,1,2,2,7,2,2,1,2,1,2004,1,7,5,NA,2,0,2,1,2,NA,2,1,1,1,3,2,1,2,2,0,1,6,3,NA,1.0010919001e+16,1.0010919001e+18,1.0010919001e+22
4,5,1,1,8,0,0,0,9061,1,27,10010919,10,2,1,NA,NA,1,3,2,3,8,2,1,3,1,2005,2,7,5,NA,2,0,2,1,1,1,2,9,5,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,1.0010919001e+16,1.0010919001e+18,1.0010919001e+22
4,5,1,1,8,0,0,0,9061,1,27,10010919,10,2,1,NA,NA,1,4,1,2,3,2,1,2,1,2004,1,7,5,NA,2,0,2,1,1,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0010919001e+16,1.0010919001e+18,1.0010919001e+22
4,5,1,1,8,0,0,0,9061,1,27,10010919,10,2,1,NA,NA,1,5,1,2,3,2,1,2,1,2004,1,7,5,NA,2,0,2,1,1,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0010919001e+16,1.0010919001e+18,1.0010919001e+22
4,5,1,1,8,0,0,0,9061,1,27,10010919,11,1,1,NA,NA,1,1,1,11,1,2,1,2,1,2005,1,7,6,NA,2,0,2,1,2,NA,7,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010919001100012,1.00109190011e+18,1.00109190011e+22
4,5,1,1,8,0,0,0,9061,1,27,10010919,11,1,1,NA,NA,1,2,2,10,2,2,1,2,1,2005,1,7,6,NA,2,0,2,1,2,NA,2,6,6,1,1,1,0,0,0,0,1,6,3,NA,10010919001100012,1.00109190011e+18,1.00109190011e+22
4,5,1,1,8,0,0,0,9061,1,27,10010919,11,2,1,NA,NA,1,1,1,9,1,2,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010919001100020,1.00109190011e+18,1.00109190011e+22
4,5,1,1,8,0,0,0,9061,1,27,10010919,11,2,1,NA,NA,1,2,2,9,2,1,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,2,6,1,1,2,1,1,2,1,1,1,6,12,NA,10010919001100020,1.00109190011e+18,1.00109190011e+22
4,5,1,1,8,0,0,0,9061,1,27,10010919,11,2,1,NA,NA,1,3,2,4,3,1,1,2,2,NA,NA,NA,6,NA,2,0,2,1,1,1,4,5,5,1,1,0,1,1,0,1,1,2,4,NA,10010919001100020,1.00109190011e+18,1.00109190011e+22
4,5,1,1,8,0,0,0,9061,1,27,10010919,11,2,1,NA,NA,1,4,1,4,3,1,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,2,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010919001100020,1.00109190011e+18,1.00109190011e+22
4,5,1,1,8,0,0,0,9061,1,27,10010919,11,2,1,NA,NA,1,5,2,1,5,1,1,1,2,NA,NA,NA,6,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010919001100020,1.00109190011e+18,1.00109190011e+22
4,5,1,1,8,0,0,0,9061,1,27,10010920,1,1,1,NA,NA,1,1,1,7,1,1,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010920000100012,1.00109200001e+18,1.00109200001e+22
4,5,1,1,8,0,0,0,9061,1,27,10010920,1,1,1,NA,NA,1,2,2,4,8,2,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,3,1,1,1,2,0,2,2,0,2,1,1,3,NA,10010920000100012,1.00109200001e+18,1.00109200001e+22
4,5,1,1,8,0,0,0,9061,1,27,10010920,1,1,1,NA,NA,1,3,1,4,3,1,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010920000100012,1.00109200001e+18,1.00109200001e+22
4,5,1,1,8,0,0,0,9061,1,27,10010920,1,1,1,NA,NA,1,4,2,1,8,1,1,1,2,NA,NA,NA,6,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010920000100012,1.00109200001e+18,1.00109200001e+22
